date,price,market_cap,realized_cap,issuance_btc,supply,hashrate
2019-11-24,60077.39,1021772177265,552232105523,900.00,17007600,64893758438703742976
2019-11-25,60266.34,1025003901729,553896513635,900.00,17007900,64928409683391995904
2019-11-26,60452.87,1028194537051,555566292625,900.00,17008200,64958273357057769472
2019-11-27,60636.08,1031328758626,557241226343,900.00,17008500,64983718575117295616
2019-11-28,60815.08,1034391525574,558921046744,900.00,17008800,65005147690033061888
2019-11-29,60989.01,1037368207171,560605435511,900.00,17009100,65022993212850257920
2019-11-30,61157.05,1040244706174,562294026096,900.00,17009400,65037714463466143744
2019-12-01,61318.40,1043007577957,563986406168,900.00,17009700,65049793970059190272
2019-12-02,61472.32,1045644144464,565682120463,900.00,17010000,65059733640765890560
2019-12-03,61618.11,1048142601970,567380673987,900.00,17010300,65068050733381910528
2019-12-04,61755.15,1050492121751,569081535569,900.00,17010600,65075273651545915392
2019-12-05,61882.85,1052682942767,570784141724,900.00,17010900,65081937598492786688
2019-12-06,62000.71,1054706455567,572487900798,900.00,17011200,65088580121984638976
2019-12-07,62108.30,1056555276675,574192197353,900.00,17011500,65095736586386563072
2019-12-08,62205.25,1058223312816,575896396770,900.00,17011800,65103935609986539520
2019-12-09,62291.30,1059705814395,577599850015,900.00,17012100,65113694507498086400
2019-12-10,62366.24,1060999417772,579301898541,900.00,17012400,65125514779167571968
2019-12-11,62429.96,1062102175935,581001879280,900.00,17012700,65139877688965144576
2019-12-12,62482.43,1063013577289,582699129685,900.00,17013000,65157239974913130496
2019-12-13,62523.71,1063734552382,584392992771,900.00,17013300,65178029734639689728
2019-12-14,62553.93,1064267468477,586082822124,900.00,17013600,65202642528695009280
2019-12-15,62573.31,1064616112002,587767986839,900.00,17013900,65231437742997962752
2019-12-16,62582.18,1064785658986,589447876320,900.00,17014200,65264735249972559872
2019-12-17,62580.89,1064782633727,591121904934,900.00,17014500,65302812405483364352
2019-12-18,62569.93,1064614856004,592789516457,900.00,17014800,65345901415597998080
2019-12-19,62549.82,1064291377272,594450188280,900.00,17015100,65394187103527124992
2019-12-20,62521.15,1063822406345,596103435348,900.00,17015400,65447805102864916480
2019-12-21,62484.60,1063219225200,597748813779,900.00,17015700,65506840498543460352
2019-12-22,62440.88,1062494095569,599385924155,900.00,17016000,65571326931803127808
2019-12-23,62390.78,1061660157128,601014414437,900.00,17016300,65641246180064641024
2019-12-24,62335.09,1060731318105,602633982491,900.00,17016600,65716528216969052160
2019-12-25,62274.69,1059722139239,604244378198,900.00,17016900,65797051752143052800
2019-12-26,62210.45,1058647712050,605845405129,900.00,17017200,65882645244561063936
2019-12-27,62143.30,1057523532459,607436921775,900.00,17017500,65973088377825361920
2019-12-28,62074.14,1056365370807,609018842319,900.00,17017800,66068113980379185152
2019-12-29,62003.93,1055189139379,610591136932,900.00,17018100,66167410368702062592
2019-12-30,61933.60,1054010758551,612153831613,900.00,17018400,66270624086999777280
2019-12-31,61864.07,1052846022687,613707007548,900.00,17018700,66377363012864720896
2020-01-01,61796.26,1051710466939,615250800015,900.00,17019000,66487199794900877312
2020-01-02,61731.05,1050619236053,616785396829,900.00,17019300,66599675585421180928
2020-01-03,61669.31,1049586956330,618311036340,900.00,17019600,66714304029053091840
2020-01-04,61611.86,1048627611798,619828005014,900.00,17019900,66830575466434912256
2020-01-05,61559.47,1047754425679,621336634600,900.00,17020200,66947961311138078720
2020-01-06,61512.87,1046979748140,622837298917,900.00,17020500,67065918557483859968
2020-01-07,61472.72,1046314951302,624330410286,900.00,17020800,67183894376996012032
2020-01-08,61439.64,1045770332394,625816415630,900.00,17021100,67301330761797058560
2020-01-09,61414.16,1045355025893,627295792289,900.00,17021400,67417669174259589120
2020-01-10,61396.74,1045076925394,628769043567,900.00,17021700,67532355163603263488
2020-01-11,61387.77,1044942615887,630236694063,900.00,17022000,67644842911823806464
2020-01-12,61387.55,1044957317022,631699284817,900.00,17022300,67754599673287753728
2020-01-13,61396.31,1045124837865,633157368317,900.00,17022600,67861110074466959360
2020-01-14,61414.19,1045447543514,634611503407,900.00,17022900,67963880242565775360
2020-01-15,61441.23,1045926333892,636062250131,900.00,17023200,68062441734156853248
2020-01-16,61477.41,1046560634900,637510164575,900.00,17023500,68156355237347975168
2020-01-17,61522.60,1047348402000,638955793734,900.00,17023800,68245214023412793344
2020-01-18,61576.60,1048286136234,640399670450,900.00,17024100,68328647126200532992
2020-01-19,61639.11,1049368912517,641842308471,900.00,17024400,68406322229974548480
2020-01-20,61709.78,1050590420012,643284197670,900.00,17024700,68477948248595685376
2020-01-21,61788.14,1051943014214,644725799458,900.00,17025000,68543277581157957632
2020-01-22,61873.67,1053417780333,646167542435,900.00,17025300,68602108031296315392
2020-01-23,61965.78,1055004607438,647609818323,900.00,17025600,68654284379420008448
2020-01-24,62063.81,1056692272739,649052978199,900.00,17025900,68699699599090294784
2020-01-25,62167.04,1058468535287,650497329073,900.00,17026200,68738295710665809920
2020-01-26,62274.70,1060320238326,651943130840,900.00,17026500,68770064267200372736
2020-01-27,62385.97,1062233419408,653390593618,900.00,17026800,68795046469410758656
2020-01-28,62499.98,1064193427354,654839875517,900.00,17027100,68813332908356739072
2020-01-29,62615.85,1066185045070,656291080834,900.00,17027400,68825062936311054336
2020-01-30,62732.64,1068192617175,657744258711,900.00,17027700,68830423668163051520
2020-01-31,62849.44,1070200181370,659199402251,900.00,17028000,68829648617615458304
2020-02-01,62965.28,1072191602421,660656448105,900.00,17028300,68823015974416080896
2020-02-02,63079.21,1074150707637,662115276543,900.00,17028600,68810846530930958336
2020-02-03,63190.31,1076061422683,663575711991,900.00,17028900,68793501268522860544
2020-02-04,63297.62,1077907906585,665037524042,900.00,17029200,68771378616457035776
2020-02-05,63400.26,1079674684784,666500428932,900.00,17029500,68744911398418513920
2020-02-06,63497.33,1081346779103,667964091460,900.00,17029800,68714563484184952832
2020-02-07,63587.99,1082909833540,669428127348,900.00,17030100,68680826166551609344
2020-02-08,63671.45,1084350234805,670892106008,900.00,17030400,68644214286228389888
2020-02-09,63746.95,1085655226602,672355553705,900.00,17030700,68605262130102992896
2020-02-10,63813.81,1086813016668,673817957082,900.00,17031000,68564519130954833920
2020-02-11,63871.39,1087812875681,675278767016,900.00,17031300,68522545399372251136
2020-02-12,63919.14,1088645227187,676737402779,900.00,17031600,68479907121225736192
2020-02-13,63956.56,1089301727803,678193256463,900.00,17031900,68437171856525033472
2020-02-14,63983.24,1089775337003,679645697635,900.00,17032200,68394903777782579200
2020-02-15,63998.85,1090060375915,681094078183,900.00,17032500,68353658888052662272
2020-02-16,64003.13,1090152574626,682537737306,900.00,17032800,68313980260550656000
2020-02-17,63995.93,1090049107605,683976006616,900.00,17033100,68276393343109578752
2020-02-18,63977.16,1089748616942,685408215298,900.00,17033400,68241401371639701504
2020-02-19,63946.84,1089251223228,686833695296,900.00,17033700,68209480937156018176
2020-02-20,63905.04,1088558523974,688251786473,900.00,17034000,68181077750776455168
2020-02-21,63851.97,1087673579598,689661841701,900.00,17034300,68156602650323763200
2020-02-22,63787.87,1086600887111,691063231846,900.00,17034600,68136427890755690496
2020-02-23,63713.10,1085346341717,692455350597,900.00,17034900,68120883758581710848
2020-02-24,63628.09,1083917186689,693837619107,900.00,17035200,68110255547699945472
2020-02-25,63533.32,1082321951916,695209490399,900.00,17035500,68104780930723160064
2020-02-26,63429.39,1080570381690,696570453505,900.00,17035800,68104647755888590848
2020-02-27,63316.92,1078673352322,697920037306,900.00,17036100,68109992295123435520
2020-02-28,63196.61,1076642780311,699257814028,900.00,17036400,68120897963830075392
2020-02-29,63069.23,1074491521840,700583402387,900.00,17036700,68137394527554576384
2020-03-01,62935.57,1072233264473,701896470330,900.00,17037000,68159457805006970880
2020-03-02,62796.48,1069882411961,703196737376,900.00,17037300,68187009871020802048
2020-03-03,62652.84,1067453963145,704483976514,900.00,17037600,68219919757092028416
2020-03-04,62505.55,1064963385991,705758015665,900.00,17037900,68258004641238614016
2020-03-05,62355.56,1062426487826,707018738673,900.00,17038200,68301031513191497728
2020-03-06,62203.79,1059859282869,708266085834,900.00,17038500,68348719295474548736
2020-03-07,62051.19,1057277858193,709500053962,900.00,17038800,68400741395856498688
2020-03-08,61898.71,1054698239249,710720695966,900.00,17039100,68456728662051569664
2020-03-09,61747.26,1052136256083,711928119979,900.00,17039400,68516272705478246400
2020-03-10,61597.76,1049607411393,713122488015,900.00,17039700,68578929557415313408
2020-03-11,61451.10,1047126751520,714304014189,900.00,17040000,68644223618056462336
2020-03-12,61308.12,1044708741476,715472962494,900.00,17040300,68711651856778911744
2020-03-13,61169.63,1042367145051,716629644180,900.00,17040600,68780688220409233408
2020-03-14,61036.38,1040114911008,717774414732,900.00,17040900,68850788205373890560
2020-03-15,60909.09,1037964066325,718907670492,900.00,17041200,68921393549333528576
2020-03-16,60788.41,1035925617363,720029844944,900.00,17041500,68991936998175571968
2020-03-17,60674.90,1034009459796,721141404698,900.00,17041800,69061847105026138112
2020-03-18,60569.08,1032224298045,722242845203,900.00,17042100,69130553019179319296
2020-03-19,60471.39,1030577574883,723334686234,900.00,17042400,69197489224466202624
2020-03-20,60382.18,1029075411784,724417467180,900.00,17042700,69262100188528926720
2020-03-21,60301.74,1027722560512,725491742184,900.00,17043000,69323844886663413760
2020-03-22,60230.26,1026522366329,726558075165,900.00,17043300,69382201166281695232
2020-03-23,60167.85,1025476743117,727617034780,900.00,17043600,69436669920564584448
2020-03-24,60114.54,1024586160608,728669189348,900.00,17043900,69486779042471591936
2020-03-25,60070.27,1023849643794,729715101796,900.00,17044200,69532087132903456768
2020-03-26,60034.90,1023264784508,730755324662,900.00,17044500,69572186939430543360
2020-03-27,60008.20,1022827765059,731790395201,900.00,17044800,69606708504578998272
2020-03-28,59989.87,1022533393685,732820830621,900.00,17045100,69635322005177745408
2020-03-29,59979.53,1022375151507,733847123516,900.00,17045400,69657740266700554240
2020-03-30,59976.72,1022345250566,734869737506,900.00,17045700,69673720938873995264
2020-03-31,59980.92,1022434702423,735889103137,900.00,17046000,69683068321063026688
2020-04-01,59991.52,1022633396731,736905614070,900.00,17046300,69685634828094832640
2020-04-02,60007.87,1022930189078,737919623586,900.00,17046600,69681322089240625152
2020-04-03,60029.27,1023312997348,738931441455,900.00,17046900,69670081675061682176
2020-04-04,60054.96,1023768905770,739941331156,900.00,17047200,69651915448750637056
2020-04-05,60084.13,1024284275748,740949507520,900.00,17047500,69626875540481359872
2020-04-06,60115.96,1024844862529,741956134772,900.00,17047800,69595063945138700288
2020-04-07,60149.57,1025435936709,742961325012,900.00,17048100,69556631745654022144
2020-04-08,60184.09,1026042409526,743965137139,900.00,17048400,69511777966042562560
2020-04-09,60218.61,1026648960897,744967576226,900.00,17048700,69460748060144050176
2020-04-10,60252.22,1027240169088,745968593353,900.00,17049000,69403832044025856000
2020-04-11,60284.04,1027800640927,746968085895,900.00,17049300,69341362282034003968
2020-04-12,60313.15,1028315141463,747965898259,900.00,17049600,69273710938580049920
2020-04-13,60338.70,1028768721968,748961823078,900.00,17049900,69201287109945106432
2020-04-14,60359.81,1029146845215,749955602823,900.00,17050200,69124533652658741248
2020-04-15,60375.68,1029435506970,750946931848,900.00,17050500,69043923727377563648
2020-04-16,60385.52,1029621352697,751935458831,900.00,17050800,68959957079627612160
2020-04-17,60388.58,1029691788486,752920789595,900.00,17051100,68873156081275281408
2020-04-18,60384.20,1029635085303,753902490284,900.00,17051400,68784061559126097920
2020-04-19,60371.72,1029440475681,754880090866,900.00,17051700,68693228439590903808
2020-04-20,60350.59,1029098242069,755853088935,900.00,17052000,68601221240863588352
2020-04-21,60320.30,1028599796113,756820953776,900.00,17052300,68508609446479577088
2020-04-22,60280.41,1027937748232,757783130656,900.00,17052600,68415962796415811584
2020-04-23,60230.57,1027105966912,758739045318,900.00,17052900,68323846533995192320
2020-04-24,60170.50,1026099627275,759688108614,900.00,17053200,68232816648707186688
2020-04-25,60099.99,1024915248518,760629721266,900.00,17053500,68143415156588724224
2020-04-26,60018.92,1023550719958,761563278696,900.00,17053800,68056165460960149504
2020-04-27,59927.25,1022005315494,762488175890,900.00,17054100,67971567837016358912
2020-04-28,59825.01,1020279696386,763403812255,900.00,17054400,67890095083976597504
2020-04-29,59712.33,1018375902391,764309596429,900.00,17054700,67812188388143579136
2020-04-30,59589.41,1016297331338,765204951002,450.00,17055000,67738253439274557440
2020-05-01,59456.52,1014048707369,766089317108,450.00,17055300,67668656841093136384
2020-05-02,59314.01,1011636038152,766962158857,450.00,17055600,67603722854555992064
2020-05-03,59162.32,1009066561447,767822967554,450.00,17055900,67543730509635772416
2020-05-04,59001.93,1006348681523,768671265692,450.00,17056200,67488911117908148224
2020-05-05,58833.40,1003491895999,769506610669,450.00,17056500,67439446214176432128
2020-05-06,58657.35,1000506713742,770328598204,450.00,17056800,67395465950784462848
2020-05-07,58474.45,997404564562,771136865431,450.00,17057100,67357047963231895552
2020-05-08,58285.42,994197701485,771931093631,450.00,17057400,67324216720301621248
2020-05-09,58091.01,990899096449,772711010596,450.00,17057700,67296943366238257152
2020-05-10,57892.03,987522330338,773476392601,450.00,17058000,67275146056687099904
2020-05-11,57689.31,984081478288,774227065962,450.00,17058300,67258690784231809024
2020-05-12,57483.67,980590991256,774962908179,450.00,17058600,67247392683572649984
2020-05-13,57276.00,977065574862,775683848648,450.00,17058900,67241017800779415552
2020-05-14,57067.16,973520066534,776389868942,450.00,17059200,67239285305744089088
2020-05-15,56858.02,969969311996,777081002657,450.00,17059500,67241870122044956672
2020-05-16,56649.44,966428042149,777757334832,450.00,17059800,67248405944002953216
2020-05-17,56442.27,962910751372,778419000939,450.00,17060100,67258488606831656960
2020-05-18,56237.34,959431578264,779066185463,450.00,17060400,67271679772506710016
2020-05-19,56035.46,956004189835,779699120083,450.00,17060700,67287510891344584704
2020-05-20,55837.39,952641670089,780318081464,450.00,17061000,67305487397297627136
2020-05-21,55643.85,949356413934,780923388688,450.00,17061300,67325093093643821056
2020-05-22,55455.53,946160027290,781515400350,450.00,17061600,67345794685053640704
2020-05-23,55273.05,943063234205,782094511328,450.00,17061900,67367046411923226624
2020-05-24,55096.99,940075791742,782661149274,450.00,17062200,67388294743326171136
2020-05-25,54927.85,937206413320,783215770851,450.00,17062500,67408983085900464128
2020-05-26,54766.08,934462701112,783758857736,450.00,17062800,67428556467392987136
2020-05-27,54612.06,931851088050,784290912445,450.00,17063100,67446466155363049472
2020-05-28,54466.10,929376789868,784812453999,450.00,17063400,67462174173633814528
2020-05-29,54328.41,927043767554,785324013475,450.00,17063700,67475157681408040960
2020-05-30,54199.17,924854700487,785826129479,450.00,17064000,67484913182468734976
2020-05-31,54078.45,922810970428,786319343577,450.00,17064300,67490960534507372544
2020-06-01,53966.26,920912656471,786804195725,450.00,17064600,67492846731308089344
2020-06-02,53862.52,919158540933,787281219738,450.00,17064900,67490149433218539520
2020-06-03,53767.09,917546126095,787750938829,450.00,17065200,67482480224019693568
2020-06-04,53679.74,916071661612,788213861264,450.00,17065500,67469487574932152320
2020-06-05,53600.19,914730182295,788670476160,450.00,17065800,67450859499045724160
2020-06-06,53528.08,913515555927,789121249467,450.00,17066100,67426325881911541760
2020-06-07,53462.98,912420540649,789566620168,450.00,17066400,67395660476385640448
2020-06-08,53404.40,911436851391,790006996717,450.00,17066700,67358682552052285440
2020-06-09,53351.80,910555234762,790442753761,450.00,17067000,67315258191691038720
2020-06-10,53304.60,909765551711,790874229154,450.00,17067300,67265301229286998016
2020-06-11,53262.14,909056867250,791301721302,450.00,17067600,67208773826032885760
2020-06-12,53223.74,908417546432,791725486849,450.00,17067900,67145686682647863296
2020-06-13,53188.70,907835355763,792145738728,450.00,17068200,67076098888158339072
2020-06-14,53156.26,907297569161,792562644589,450.00,17068500,67000117407069822976
2020-06-15,53125.65,906791077553,792976325617,450.00,17068800,66917896208625451008
2020-06-16,53096.09,906302501172,793386855746,450.00,17069100,66829635043614343168
2020-06-17,53066.79,905818303594,793794261274,450.00,17069400,66735577875981918208
2020-06-18,53036.95,905324906554,794198520884,450.00,17069700,66636010978320171008
2020-06-19,53005.79,904808804561,794599566063,450.00,17070000,66531260702193262592
2020-06-20,52972.51,904256678361,794997281922,450.00,17070300,66421690936195022848
2020-06-21,52936.36,903655506296,795391508394,450.00,17070600,66307700266644439040
2020-06-22,52896.61,902992672630,795782041815,450.00,17070900,66189718857910181888
2020-06-23,52852.53,902256071947,796168636861,450.00,17071200,66068205071506587648
2020-06-24,52803.46,901434208766,796551008828,450.00,17071500,65943641845318721536
2020-06-25,52748.76,900516291561,796928836234,450.00,17071800,65816532856572895232
2020-06-26,52687.85,899492320416,797301763716,450.00,17072100,65687398494452178944
2020-06-27,52620.20,898353167621,797669405202,450.00,17072400,65556771670533971968
2020-06-28,52545.33,897090650552,798031347325,450.00,17072700,65425193497462145024
2020-06-29,52462.81,895697596285,798387153054,450.00,17073000,65293208868418265088
2020-06-30,52372.29,894167897417,798736365501,450.00,17073300,65161361971976052736
2020-07-01,52273.48,892496558694,799078511888,450.00,17073600,65030191778755862528
2020-07-02,52166.16,890679734080,799413107622,450.00,17073900,64900227537886830592
2020-07-03,52050.15,888714754023,799739660452,450.00,17074200,64771984322572263424
2020-07-04,51925.39,886600142736,800057674681,450.00,17074500,64645958664979038208
2020-07-05,51791.86,884335625385,800366655370,450.00,17074800,64522624321178509312
2020-07-06,51649.60,881922125201,800666112540,450.00,17075100,64402428206900232192
2020-07-07,51498.75,879361750573,800955565296,450.00,17075400,64285786544373178368
2020-07-08,51339.49,876657772301,801234545864,450.00,17075700,64173081259488108544
2020-07-09,51172.09,873814591229,801502603505,450.00,17076000,64064656666889789440
2020-07-10,50996.86,870837696614,801759308258,450.00,17076300,63960816478390812672
2020-07-11,50814.19,867733615594,802004254510,450.00,17076600,63861821167290433536
2020-07-12,50624.52,864509854258,802237064326,450.00,17076900,63767885717803630592
2020-07-13,50428.34,861174830841,802457390555,450.00,17077200,63679177784894095360
2020-07-14,50226.19,857737801651,802664919650,450.00,17077500,63595816285413842944
2020-07-15,50018.67,854208780390,802859374205,450.00,17077800,63517870436649795584
2020-07-16,49806.39,850598451589,803040515176,450.00,17078100,63445359253249753088
2020-07-17,49590.01,846918078900,803208143772,450.00,17078400,63378251508138983424
2020-07-18,49370.23,843179409061,803362103012,450.00,17078700,63316466157549363200
2020-07-19,49147.76,839394572348,803502278913,450.00,17079000,63259873224773902336
2020-07-20,48923.32,835575980383,803628601334,450.00,17079300,63208295131838996480
2020-07-21,48697.64,831736222151,803741044436,450.00,17079600,63161508463065743360
2020-07-22,48471.48,827887959134,803839626788,450.00,17079900,63119246139565768704
2020-07-23,48245.56,824043820416,803924411095,450.00,17080200,63081199979184078848
2020-07-24,48020.63,820216298664,803995503567,450.00,17080500,63047023612335054848
2020-07-25,47797.39,816417647840,804053052935,450.00,17080800,63016335720644534272
2020-07-26,47576.55,812659783486,804097249115,450.00,17081100,62988723562358784000
2020-07-27,47358.78,808954186418,804128321545,450.00,17081400,62963746746137780224
2020-07-28,47144.71,805311810599,804146537203,450.00,17081700,62940941213131718656
2020-07-29,46934.96,801742995951,804152198326,450.00,17082000,62919823386139205632
2020-07-30,46730.09,798257386803,804145639856,450.00,17082300,62899894444145008640
2020-07-31,46530.61,794863856622,804127226622,450.00,17082600,62880644680602091520
2020-08-01,46337.01,791570439621,804097350306,450.00,17082900,62861557904411525120
2020-08-02,46149.68,788384269782,804056426192,450.00,17083200,62842115843610935296
2020-08-03,45969.01,785311527748,804004889753,450.00,17083500,62821802513250410496
2020-08-04,45795.28,782357395997,803943193081,450.00,17083800,62800108510746935296
2020-08-05,45628.74,779526022605,803871801213,450.00,17084100,62776535204103176192
2020-08-06,45469.58,776820493869,803791188371,450.00,17084400,62750598780688736256
2020-08-07,45317.91,774242815942,803701834143,450.00,17084700,62721834126748991488
2020-08-08,45173.77,771793905603,803604219658,450.00,17085000,62689798510376034304
2020-08-09,45037.17,769473590168,803498823765,450.00,17085300,62654075043292831744
2020-08-10,44908.03,767280616481,803386119258,450.00,17085600,62614275899423522816
2020-08-11,44786.21,765212668878,803266569182,450.00,17085900,62570045270812172288
2020-08-12,44671.51,763266395886,803140623237,450.00,17086200,62521062043979677696
2020-08-13,44563.69,761437445403,803008714325,450.00,17086500,62467042182249431040
2020-08-14,44462.42,759720508004,802871255260,450.00,17086800,62407740801913446400
2020-08-15,44367.35,758109367956,802728635659,450.00,17087100,62342953932342878208
2020-08-16,44278.06,756596961467,802581219062,450.00,17087400,62272519952263602176
2020-08-17,44194.10,755175441646,802429340279,450.00,17087700,62196320696427323392
2020-08-18,44114.95,753836249571,802273302995,450.00,17088000,62114282228811833344
2020-08-19,44040.09,752570190848,802113377660,450.00,17088300,62026375280296787968
2020-08-20,43968.93,751367516975,801949799660,450.00,17088600,61932615350494339072
2020-08-21,43900.90,750218010804,801782767805,450.00,17088900,61833062475083988992
2020-08-22,43835.35,749111075361,801612443118,450.00,17089200,61727820661626494976
2020-08-23,43771.66,748035825251,801438947966,450.00,17089500,61617036998429818880
2020-08-24,43709.18,746981179886,801262365508,450.00,17089800,61500900442629267456
2020-08-25,43647.26,745935957722,801082739475,450.00,17090100,61379640295242366976
2020-08-26,43585.23,744888970728,800900074291,450.00,17090400,61253524372580966400
2020-08-27,43522.45,743829118286,800714335511,450.00,17090700,61122856885063516160
2020-08-28,43458.28,742745479747,800525450586,450.00,17091000,60987976036179066880
2020-08-29,43392.10,741627404876,800333309947,450.00,17091300,60849251356118663168
2020-08-30,43323.31,740464601446,800137768382,450.00,17091600,60707080786411692032
2020-08-31,43251.32,739247219261,799938646708,450.00,17091900,60561887533783277568
2020-09-01,43175.60,737965929940,799735733719,450.00,17092200,60414116713374285824
2020-09-02,43095.63,736612001825,799528788383,450.00,17092500,60264231803426693120
2020-09-03,43010.94,735177369399,799317542277,450.00,17092800,60112710935513587712
2020-09-04,42921.10,733654696706,799101702237,450.00,17093100,59960043046358671360
2020-09-05,42825.74,732037434248,798880953199,450.00,17093400,59806723919213174784
2020-09-06,42724.50,730319868954,798654961198,450.00,17093700,59653252144602923008
2020-09-07,42617.13,728497166840,798423376514,450.00,17094000,59500125031976845312
2020-09-08,42503.37,726565408051,798185836926,450.00,17094300,59347834505340092416
2020-09-09,42383.07,724521614055,797941971047,450.00,17094600,59196863017282060288
2020-09-10,42256.10,722363766803,797691401725,450.00,17094900,59047679516865929216
2020-09-11,42122.40,720090819759,797433749453,450.00,17095200,58900735507574374400
2020-09-12,41981.97,717702700758,797168635798,450.00,17095500,58756461231857811456
2020-09-13,41834.85,715200306736,796895686780,450.00,17095800,58615262018758205440
2020-09-14,41681.17,712585490412,796614536210,450.00,17096100,58477514830545649664
2020-09-15,41521.08,709861039108,796324828925,450.00,17096400,58343565043268255744
2020-09-16,41354.80,707030645930,796026223930,450.00,17096700,58213723494564003840
2020-09-17,41182.60,704098873602,795718397384,450.00,17097000,58088263830000287744
2020-09-18,41004.79,701071111307,795401045436,450.00,17097300,57967420176600645632
2020-09-19,40821.72,697953524951,795073886874,450.00,17097600,57851385169106518016
2020-09-20,40633.82,694753001300,794736665570,450.00,17097900,57740308350938054656
2020-09-21,40441.51,691477086502,794389152698,450.00,17098200,57634294967814193152
2020-09-22,40245.28,688133919553,794031148718,450.00,17098500,57533405167626297344
2020-09-23,40045.63,684732161287,793662485094,450.00,17098800,57437653615513649152
2020-09-24,39843.09,681280919524,793283025758,450.00,17099100,57347009528242798592
2020-09-25,39638.21,677789671014,792892668282,450.00,17099400,57261397127044022272
2020-09-26,39431.58,674268180868,792491344774,450.00,17099700,57180696503103471616
2020-09-27,39223.77,670726420143,792079022476,450.00,17100000,57104744885045174272
2020-09-28,39015.37,667174482302,791655704072,450.00,17100300,57033338293065220096
2020-09-29,38806.97,663622499242,791221427699,450.00,17100600,56966233559985332224
2020-09-30,38599.17,660080557589,790776266662,450.00,17100900,56903150695461404672
2020-10-01,38392.55,656558615970,790320328868,450.00,17101200,56843775565981581312
2020-10-02,38187.67,653066423923,789853755972,450.00,17101500,56787762860177293312
2020-10-03,37985.09,649613443130,789376722249,450.00,17101800,56734739306389037056
2020-10-04,37785.35,646208771594,788889433214,450.00,17102100,56684307107403644928
2020-10-05,37588.94,642861071381,788392123979,450.00,17102400,56636047555822141440
2020-10-06,37396.35,639578500501,787885057393,450.00,17102700,56589524792621047808
2020-10-07,37208.01,636368649456,787368521957,450.00,17103000,56544289671116455936
2020-10-08,37024.35,633238482962,786842829541,450.00,17103300,56499883688699625472
2020-10-09,36845.71,630194287282,786308312934,450.00,17103600,56455842949342535680
2020-10-10,36672.43,627241623576,785765323229,450.00,17103900,56411702120921538560
2020-10-11,36504.79,624385287596,785214227080,450.00,17104200,56366998352826327040
2020-10-12,36343.03,621629276036,784655403853,450.00,17104500,56321275121044324352
2020-10-13,36187.31,618976759753,784089242694,450.00,17104800,56274085969886887936
2020-10-14,36037.79,616430064030,783516139528,450.00,17105100,56224998121686294528
2020-10-15,35894.55,613990656004,782936494038,450.00,17105400,56173595928091680768
2020-10-16,35757.62,611659139305,782350706628,450.00,17105700,56119484138975305728
2020-10-17,35626.99,609435255884,781759175405,450.00,17106000,56062290967377494016
2020-10-18,35502.59,607317894989,781162293200,450.00,17106300,56001670931335168000
2020-10-19,35384.30,605305109135,780560444662,450.00,17106600,55937307455815655424
2020-10-20,35271.97,603394136895,779954003433,450.00,17106900,55868915220291305472
2020-10-21,35165.39,601581432268,779343329446,450.00,17107200,55796242239718744064
2020-10-22,35064.31,599862700338,778728766345,450.00,17107500,55719071668815159296
2020-10-23,34968.43,598232938867,778110639072,450.00,17107800,55637223321547276288
2020-10-24,34877.43,596686485445,777489251618,450.00,17108100,55550554899660455936
2020-10-25,34790.93,595217069750,776864884967,450.00,17108400,55458962925880958976
2020-10-26,34708.53,593817870465,776237795254,450.00,17108700,55362383379128557568
2020-10-27,34629.82,592481576318,775608212131,450.00,17109000,55260792030689705984
2020-10-28,34554.33,591200450730,774976337369,450.00,17109300,55154204481836769280
2020-10-29,34481.60,589966399493,774342343712,450.00,17109600,55042675904849092608
2020-10-30,34411.13,588771040900,773706373963,450.00,17109900,54926300490814226432
2020-10-31,34342.43,587605777723,773068540337,450.00,17110200,54805210608981311488
2020-11-01,34274.97,586461870425,772428924072,450.00,17110500,54679575683812368384
2020-11-02,34208.25,585330510995,771787575295,450.00,17110800,54549600797257809920
2020-11-03,34141.75,584202896783,771144513146,450.00,17111100,54415525025173307392
2020-11-04,34074.96,583070303728,770499726168,450.00,17111400,54277619518216511488
2020-11-05,34007.38,581924158368,769853172934,450.00,17111700,54136185339020673024
2020-11-06,33938.53,580756108051,769204782929,450.00,17112000,53991551068942655488
2020-11-07,33867.92,579558088774,768554457658,450.00,17112300,53844070199233126400
2020-11-08,33795.12,578322390111,767902071983,450.00,17112600,53694118323069804544
2020-11-09,33719.69,577041716706,767247475669,450.00,17112900,53542090146528165888
2020-11-10,33641.24,575709245853,766590495124,450.00,17113200,53388396338225528832
2020-11-11,33559.39,574318680717,765930935321,450.00,17113500,53233460239046385664
2020-11-12,33473.82,572864298783,765268581884,450.00,17113800,53077714455020142592
2020-11-13,33384.23,571340995172,764603203317,450.00,17114100,52921597358045282304
2020-11-14,33290.35,569744320506,763934553356,450.00,17114400,52765549520708763648
2020-11-15,33191.96,568070513045,763262373430,450.00,17114700,52610010112896491520
2020-11-16,33088.90,566316524884,762586395200,450.00,17115000,52455413289187811328
2020-11-17,32981.02,564480042025,761906343163,450.00,17115300,52302184597134884864
2020-11-18,32868.23,562559498219,761221937292,450.00,17115600,52150737437396295680
2020-11-19,32750.49,560554082507,760532895700,450.00,17115900,52001469607280271360
2020-11-20,32627.79,558463740440,759838937288,450.00,17116200,51854759959513260032
